"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height
725021432973;;;;;"Бермуды «Сафари» - L/XL";;;;6800.00;10;;Размер:L/XL;;DqYm8Cu0jgfSDcmWy9xT72;583951034693;0;0;0;0
289542081493;;;;;"Бермуды «Сафари» - S/M";;;;6800.00;10;;Размер:S/M;;GE9AXJZ6i02Yx3jJRWLQw1;583951034693;0;0;0;0
204359879613;;;;"Футболки и топы";"Топ «Суфле»";;;;;;;;;0fn7476biXKd5th7B594C1;;0;0;0;0
466895724123;;;;;"Топ «Суфле» - M";;;;3200.00;10;;Размер:M;;B2J7ZQuQj4ucAhig0531w0;204359879613;0;0;0;0
560357172283;;;;;"Топ «Суфле» - L";;;;3200.00;10;;Размер:L;;KucXdffegoy0zVeAiMsea3;204359879613;0;0;0;0
990678245453;;;;;"Топ «Суфле» - S";;;;3200.00;10;;Размер:S;;iV1c--SFhMr6LbETCFhr-3;204359879613;0;0;0;0
594548534223;;;;"Футболки и топы";"Футболка «Солнце»";;;;6200.00;10;;;;QSFgrJQpjoujAE2SDtd1I3;;0;0;0;0
368053666093;;;;"Футболки и топы";"Футболка «Путь к себе» охра";;;;4600.00;10;;;;863983274147;;0;0;0;0
548962644753;;;;"Юбки и шорты";"Шорты «Хартленд» голубые";;;;;;;;;41z82LR5iaYDbcG6HDn9B3;;0;0;0;0
555521201163;;;;;"Шорты «Хартленд» голубые - L/XL";;;;5800.00;10;;Размер:L/XL;;oKGxcU00hvmRYctIGGSp20;548962644753;0;0;0;0
774348049973;;;;;"Шорты «Хартленд» голубые - S/M";;;;5800.00;10;;Размер:S/M;;Ew7ZmZl-h06O-PCAYhbLm0;548962644753;0;0;0;0
308776281783;;;;Штаны;"Джоггеры «Хартленд» терракотовые";;;;;;;;;hPsyNjRxMfZGkfVZYF79;;0;0;0;0
931739330133;;;;;"Джоггеры «Хартленд» терракотовые - L/XL";;;;11900.00;10;;Размер:L/XL;;LRWpXYYjhupzTyOYeLIlj0;308776281783;0;0;0;0
960435088733;;;;;"Джоггеры «Хартленд» терракотовые - XS/S";;;;11900.00;10;;Размер:XS/S;;RWpOPJMOg6EEaYTxtzOm83;308776281783;0;0;0;0
845058163983;;;;;"Джоггеры «Хартленд» терракотовые - S/M";;;;11900.00;10;;Размер:S/M;;i0dObVm4h2MYB6QMuVxUJ3;308776281783;0;0;0;0
836726109813;;;;Штаны;"Джоггеры «Хартленд» голубые";;;;;;;;;wDWWCLFOjxkr9np7Urufr0;;0;0;0;0
836391868703;;;;;"Джоггеры «Хартленд» голубые - L/XL";;;;11900.00;10;;Размер:L/XL;;Znhrktw7gGtcVPEER4-ip0;836726109813;0;0;0;0
928499420253;;;;;"Джоггеры «Хартленд» голубые - XS/S";;;;11900.00;10;;Размер:XS/S;;SQUHllKogOFOuK8jkM-ya2;836726109813;0;0;0;0
984478481283;;;;;"Джоггеры «Хартленд» голубые - S/M";;;;11900.00;10;;Размер:S/M;;RoqBFuBFiv6baay5eCHKb2;836726109813;0;0;0;0
740404477023;;;;Штаны;"Хлопковые штаны «Фунтик»";;;;;;;;;BiEjQaVAje1PDHFrG8qqB0;;0;0;0;0
504521793113;;;;;"Хлопковые штаны «Фунтик» - S/M";;;;8600.00;10;;Размер:S/M;;Zsq2lm4PiJ4soT0TzWpyy1;740404477023;0;0;0;0
908795220963;;;;;"Хлопковые штаны «Фунтик» - L/XL";;;;8600.00;10;;Размер:L/XL;;t35FLaAyiO9bAicrGha8d3;740404477023;0;0;0;0
305663839243;;;;"Футболки и топы";"Футболка «Вафля»";;;;;;;;;7Ww10oEliMHqhLxWlYebR0;;0;0;0;0
472021381563;;;;;"Футболка «Вафля» - S/M";;;;6800.00;10;;Размер:S/M;;CCIrOwKkiED53INPIhDxG2;305663839243;0;0;0;0
210398435573;;;;;"Футболка «Вафля» - L/XL";;;;6800.00;10;;Размер:L/XL;;YfsrqrRVin6bN46w5PwQQ0;305663839243;0;0;0;0
498807217523;;;;"Юбки и шорты";"Шорты «Кампус»";;;;;;;;;8D0SSoi2hG1vhy75UcgSB3;;0;0;0;0
747693768603;;;;;"Шорты «Кампус» - L/XL";;;;5800.00;10;;Размер:L/XL;;uQuUjMJPgQvxtXCrxEFXE0;498807217523;0;0;0;0
257667892113;;;;;"Шорты «Кампус» - S/M";;;;5800.00;10;;Размер:S/M;;o4nPm183gfRQIJvnf1-Ys0;498807217523;0;0;0;0
556269908123;;;;Штаны;"Джинсы «Монтана»";;;;12800.00;10;;;;zrQbCoVWjnJUyTn0OxIZR0;;0;0;0;0
